"name","begin","length","end","refseq","reverse complement","BLAST result","BLAST score","type","type support","VP1 type","VP1 type support","VP1 subgenogroup","VP1 subgenogroup support"
"MK419036","187","7174","7380","NC_001430","false","Picornaviridae Enterovirus D","92.65505","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419037","82","7137","7237","NC_001430","false","Picornaviridae Enterovirus D","92.29584","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419038","63","7296","7378","NC_001430","false","Picornaviridae Enterovirus D","92.54735","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419039","25","7328","7369","NC_001430","false","Picornaviridae Enterovirus D","91.6769","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MK419041","48","7312","7379","NC_001430","false","Picornaviridae Enterovirus D","92.601204","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419042","42","7308","7369","NC_001430","false","Picornaviridae Enterovirus D","92.43295","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419043","56","7305","7380","NC_001430","false","Picornaviridae Enterovirus D","92.55304","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419045","40","7321","7380","NC_001430","false","Picornaviridae Enterovirus D","92.40645","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419047","90","7260","7369","NC_001430","false","Picornaviridae Enterovirus D","92.41922","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419048","129","7229","7380","NC_001430","false","Picornaviridae Enterovirus D","92.57467","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419050","76","7281","7376","NC_001430","false","Picornaviridae Enterovirus D","92.53506","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419051","78","7277","7374","NC_001430","false","Picornaviridae Enterovirus D","92.3468","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419052","74","7287","7380","NC_001430","false","Picornaviridae Enterovirus D","92.495544","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419053","56","7294","7369","NC_001430","false","Picornaviridae Enterovirus D","92.2402","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419054","129","7232","7380","NC_001430","false","Picornaviridae Enterovirus D","92.49171","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419055","56","7304","7379","NC_001430","false","Picornaviridae Enterovirus D","92.49829","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419058","42","7308","7369","NC_001430","false","Picornaviridae Enterovirus D","92.44663","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419060","16","7309","7341","NC_001430","false","Picornaviridae Enterovirus D","91.67236","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MK419062","48","7261","7324","NC_001430","false","Picornaviridae Enterovirus D","91.6724","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MK419064","37","7311","7367","NC_001430","false","Picornaviridae Enterovirus D","92.269806","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419065","30","7320","7369","NC_001430","false","Picornaviridae Enterovirus D","92.5","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419072","61","7296","7376","NC_001430","false","Picornaviridae Enterovirus D","92.52298","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419073","29","7329","7377","NC_001430","false","Picornaviridae Enterovirus D","92.117485","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419074","37","7317","7373","NC_001430","false","Picornaviridae Enterovirus D","92.45722","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK419075","46","7256","7317","NC_001430","false","Picornaviridae Enterovirus D","91.63912","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MK419078","48","7312","7376","NC_001430","false","Picornaviridae Enterovirus D","91.58572","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MK419079","16","7286","7317","NC_001430","false","Picornaviridae Enterovirus D","91.604935","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MK491182","37","7324","7380","NC_001430","false","Picornaviridae Enterovirus D","92.40645","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659589","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.499664","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659590","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.390564","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659592","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.445114","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659594","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.52693","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659595","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.48602","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659596","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.5133","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659598","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.4042","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659599","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.43147","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659600","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.32238","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659601","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.445114","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659603","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.55421","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK659604","30","7331","7380","NC_001430","false","Picornaviridae Enterovirus D","92.499664","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK681491","18","7330","7367","NC_001430","false","Picornaviridae Enterovirus D","92.76909","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681493","22","7334","7375","NC_001430","false","Picornaviridae Enterovirus D","93.08794","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681494","19","7337","7375","NC_001430","false","Picornaviridae Enterovirus D","92.712555","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681495","18","7337","7374","NC_001430","false","Picornaviridae Enterovirus D","92.776695","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681496","19","7342","7380","NC_001430","false","Picornaviridae Enterovirus D","93.04099","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681497","18","7330","7367","NC_001430","false","Picornaviridae Enterovirus D","92.79916","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681499","26","7330","7375","NC_001430","false","Picornaviridae Enterovirus D","93.04324","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681500","21","7329","7369","NC_001430","false","Picornaviridae Enterovirus D","93.09686","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681501","22","7328","7369","NC_001430","false","Picornaviridae Enterovirus D","92.75623","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK681504","6","7338","7367","NC_001430","false","Picornaviridae Enterovirus D","92.75712","EV-D68","100.0","EV-D68","100.0","B1","100.0"
"MK689392","53","6628","6699","NC_001430","false","Picornaviridae Enterovirus D","92.43774","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MK989724","17","7251","7289","NC_001430","false","Picornaviridae Enterovirus D","92.32359","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MK989726","-6","7288","7303","NC_001430","false","Picornaviridae Enterovirus D","92.14472","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN163000","72","7199","7289","NC_001430","false","Picornaviridae Enterovirus D","92.736115","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN173594","65","7272","7356","NC_001430","false","Picornaviridae Enterovirus D","92.383835","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN240491","17","7341","7379","NC_001430","false","Picornaviridae Enterovirus D","94.66303","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240492","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","94.29543","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240493","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","94.43159","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240494","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","94.05037","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240495","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","93.46494","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240497","28","7333","7380","NC_001430","false","Picornaviridae Enterovirus D","96.918465","EV-D68","100.0","EV-D68","100.0","US00","100.0"
"MN240498","28","7333","7380","NC_001430","false","Picornaviridae Enterovirus D","96.49577","EV-D68","100.0","EV-D68","100.0","US00","100.0"
"MN240499","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","95.35739","EV-D68","100.0","EV-D68","100.0","A","100.0"
"MN240500","28","7333","7380","NC_001430","false","Picornaviridae Enterovirus D","96.11399","EV-D68","100.0","EV-D68","100.0","US00","100.0"
"MN240501","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","95.26208","EV-D68","100.0","EV-D68","100.0","A","86.0"
"MN240502","28","7333","7380","NC_001430","false","Picornaviridae Enterovirus D","95.93674","EV-D68","100.0","EV-D68","100.0","Could not assign",""
"MN240503","17","7341","7379","NC_001430","false","Picornaviridae Enterovirus D","94.57914","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240504","29","7332","7380","NC_001430","false","Picornaviridae Enterovirus D","94.845924","EV-D68","100.0","EV-D68","100.0","C","100.0"
"MN240505","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","93.54663","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240510","17","7341","7379","NC_001430","false","Picornaviridae Enterovirus D","95.41184","EV-D68","100.0","EV-D68","100.0","A","100.0"
"MN240511","28","7333","7380","NC_001430","false","Picornaviridae Enterovirus D","95.964005","EV-D68","100.0","EV-D68","100.0","US02","80.0"
"MN240512","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","94.22737","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240513","29","7332","7380","NC_001430","false","Picornaviridae Enterovirus D","94.73685","EV-D68","100.0","EV-D68","100.0","C","100.0"
"MN240514","29","7332","7380","NC_001430","false","Picornaviridae Enterovirus D","94.69594","EV-D68","100.0","EV-D68","100.0","C","98.0"
"MN240515","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","93.764465","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240517","28","7333","7380","NC_001430","false","Picornaviridae Enterovirus D","94.19144","EV-D68","100.0","EV-D68","100.0","C","96.0"
"MN240518","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","93.56024","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN240519","17","7341","7380","NC_001430","false","Picornaviridae Enterovirus D","93.451324","EV-D68","100.0","EV-D68","100.0","A1","100.0"
"MN245397","98","7177","7293","NC_001430","false","Picornaviridae Enterovirus D","92.63496","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245398","85","7193","7293","NC_001430","false","Picornaviridae Enterovirus D","91.609856","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245400","97","7173","7288","NC_001430","false","Picornaviridae Enterovirus D","92.65773","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245402","97","7178","7293","NC_001430","false","Picornaviridae Enterovirus D","92.244385","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245403","98","7177","7293","NC_001430","false","Picornaviridae Enterovirus D","92.45361","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245404","95","7181","7294","NC_001430","false","Picornaviridae Enterovirus D","92.63599","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245405","98","7177","7293","NC_001430","false","Picornaviridae Enterovirus D","92.46757","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245407","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.79188","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245408","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.58319","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245409","97","7179","7294","NC_001430","false","Picornaviridae Enterovirus D","92.58019","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245410","97","7179","7294","NC_001430","false","Picornaviridae Enterovirus D","92.14784","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245411","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.63885","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245412","97","7179","7294","NC_001430","false","Picornaviridae Enterovirus D","92.63599","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245415","97","7178","7293","NC_001430","false","Picornaviridae Enterovirus D","92.621","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245416","97","7179","7294","NC_001430","false","Picornaviridae Enterovirus D","92.24547","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245419","97","7179","7294","NC_001430","false","Picornaviridae Enterovirus D","92.14784","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245420","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.66667","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245421","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.59711","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245422","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.63885","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245423","97","7179","7294","NC_001430","false","Picornaviridae Enterovirus D","92.62203","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245430","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.59711","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245433","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.68058","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245434","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.611015","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245436","85","7193","7293","NC_001430","false","Picornaviridae Enterovirus D","91.651596","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245438","97","7178","7293","NC_001430","false","Picornaviridae Enterovirus D","92.174644","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245439","85","7194","7294","NC_001430","false","Picornaviridae Enterovirus D","91.708405","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245440","85","7189","7289","NC_001430","false","Picornaviridae Enterovirus D","91.60518","EV-D68","100.0","EV-D68","100.0","A2","100.0"
"MN245441","97","7178","7293","NC_001430","false","Picornaviridae Enterovirus D","92.607056","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245443","97","7178","7293","NC_001430","false","Picornaviridae Enterovirus D","92.11885","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245444","97","7178","7293","NC_001430","false","Picornaviridae Enterovirus D","92.63496","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245446","97","7174","7289","NC_001430","false","Picornaviridae Enterovirus D","92.37962","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245447","97","7178","7293","NC_001430","false","Picornaviridae Enterovirus D","92.48152","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245448","97","7179","7294","NC_001430","false","Picornaviridae Enterovirus D","92.59414","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245981","36","7325","7380","NC_001430","false","Picornaviridae Enterovirus D","92.479866","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245982","37","7324","7380","NC_001430","false","Picornaviridae Enterovirus D","92.529366","EV-D68","100.0","EV-D68","100.0","B3","100.0"
"MN245983","37","7324","7380","NC_001430","false","Picornaviridae Enterovirus D","92.461075","EV-D68","100.0","EV-D68","100.0","B3","100.0"
